Purchase Date,Financial Accounting,Item Category,Item,Net Quantity,Net Price,Sub Total,Total Discount,COGS,Profit
05/20/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/20/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/20/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/20/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/20/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/20/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/20/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/20/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/20/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/20/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/21/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/21/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/21/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/21/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/21/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/21/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/21/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/21/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/21/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/21/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/21/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/21/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/21/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/21/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/21/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/21/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/21/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/21/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/21/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/22/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/22/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/22/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/22/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/22/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/22/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/22/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/22/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/22/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/22/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/22/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/22/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/22/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/22/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/22/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/22/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/22/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/22/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/22/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/23/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/23/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/23/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/23/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/23/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/23/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/23/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/23/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/23/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/23/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/23/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/23/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/23/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/23/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/23/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/23/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/23/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/23/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/23/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/24/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/24/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/24/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/24/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/24/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/24/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/24/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/24/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/24/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/24/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/24/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/24/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/24/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/24/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/24/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/24/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/24/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/24/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/24/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/25/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/25/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/25/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/25/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/25/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/25/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/25/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/25/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/25/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/25/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/25/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/25/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/25/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/25/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/25/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/25/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/25/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/25/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/25/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/26/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/26/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/26/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/26/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/26/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/26/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/26/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/26/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/26/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/26/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/26/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/26/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/26/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/26/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/26/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/26/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/26/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/26/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/26/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/27/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/27/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/27/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/27/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/27/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/27/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/27/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/27/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/27/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/27/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/27/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/27/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/27/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/27/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/27/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/27/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/27/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/27/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/27/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/28/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/28/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/28/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/28/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/28/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/28/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/28/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/28/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/28/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/28/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/28/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/28/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/28/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/28/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/28/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/28/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/28/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/28/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/28/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/29/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/29/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/29/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/29/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/29/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/29/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/29/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/29/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/29/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/29/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/29/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/29/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/29/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/29/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/29/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/29/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/29/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/29/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/29/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/30/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/30/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/30/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/30/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/30/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/30/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/30/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/30/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/30/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/30/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/30/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/30/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/30/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/30/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/30/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/30/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/30/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/30/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/30/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
05/31/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
05/31/25,Food,Food,Steak,4,60000,240000,0,220000,20000
05/31/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
05/31/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
05/31/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
05/31/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
05/31/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
05/31/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
05/31/25,Food,Food,Burger,2,15000,30000,0,28000,2000
05/31/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
05/31/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
05/31/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
05/31/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
05/31/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
05/31/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
05/31/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
05/31/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
05/31/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
05/31/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/01/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/01/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/01/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/01/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/01/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/01/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/01/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/01/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/01/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/01/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/01/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/01/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/01/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/01/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/01/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/01/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/01/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/01/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/01/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/02/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/02/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/02/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/02/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/02/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/02/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/02/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/02/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/02/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/02/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/02/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/02/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/02/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/02/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/02/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/02/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/02/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/02/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/02/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/03/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/03/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/03/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/03/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/03/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/03/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/03/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/03/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/03/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/03/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/03/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/03/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/03/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/03/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/03/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/03/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/03/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/03/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/03/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/04/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/04/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/04/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/04/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/04/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/04/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/04/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/04/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/04/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/04/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/04/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/04/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/04/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/04/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/04/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/04/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/04/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/04/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/04/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/05/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/05/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/05/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/05/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/05/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/05/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/05/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/05/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/05/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/05/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/05/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/05/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/05/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/05/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/05/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/05/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/05/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/05/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/05/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/06/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/06/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/06/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/06/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/06/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/06/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/06/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/06/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/06/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/06/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/06/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/06/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/06/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/06/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/06/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/06/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/06/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/06/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/06/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/07/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/07/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/07/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/07/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/07/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/07/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/07/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/07/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/07/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/07/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/07/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/07/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/07/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/07/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/07/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/07/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/07/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/07/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/07/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/08/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/08/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/08/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/08/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/08/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/08/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/08/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/08/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/08/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/08/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/08/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/08/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/08/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/08/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/08/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/08/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/08/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/08/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/08/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/09/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/09/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/09/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/09/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/09/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/09/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/09/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/09/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/09/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/09/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/09/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/09/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/09/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/09/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
06/09/25,Food,Beverages,Lemon Tea,5,4000,20000,0,15000,5000
06/09/25,Food,Beverages,Ocha,2,4000,8000,0,7000,1000
06/09/25,Food,Beverages,Lychee Tea,3,6000,18000,0,15000,3000
06/09/25,Food,Beverages,Oolong Tea,1,6000,6000,0,5000,1000
06/09/25,Food,Beverages,Soda,3,5000,15000,0,12000,3000
06/10/25,Food,Food,Takoyaki,3,10000,30000,0,24000,6000
06/10/25,Food,Food,Steak,4,60000,240000,0,220000,20000
06/10/25,Food,Food,Rendang,1,10000,10000,0,8000,2000
06/10/25,Food,Food,Fried Chicken,10,3000,30000,0,20000,10000
06/10/25,Food,Food,Noodles,8,6000,48000,0,40000,8000
06/10/25,Food,Food,Salmon,4,15000,60000,0,56000,4000
06/10/25,Food,Food,Macaroni,1,5000,5000,0,4000,1000
06/10/25,Food,Food,Fish & Chips,3,30000,90000,0,81000,9000
06/10/25,Food,Food,Burger,2,15000,30000,0,28000,2000
06/10/25,Food,Food,Hotdog,3,10000,30000,0,27000,3000
06/10/25,Food,Food,Pasta,1,18000,18000,0,16000,2000
06/10/25,Food,Snack,Chips,2,5000,10000,0,8000,2000
06/10/25,Food,Snack,Popcorn,1,7000,7000,0,6500,500
06/10/25,Food,Snack,Almonds,1,8000,8000,0,7000,1000
